ID Cliente,Nome,Sobrenome,Sexo,Idade,Regiao,Classificacao,Data Cadastro,Saldo
100001038,Connor,Dickens,Masculino,37,São Paulo,Alto,30.Jun.16,22058.44
100001039,Stephanie,Ince,Feminino,31,São Paulo,Alto,30.Jun.16,24845.43
100001040,William,Bond,Masculino,28,São Paulo,Alto,30.Jun.16,42331.5
100001041,Connor,May,Masculino,41,São Paulo,Alto,30.Jun.16,43488.59
200001042,Trevor,Campbell,Masculino,45,Rio de Janeiro,Médio,30.Jun.16,11565.04
200001043,Steven,Newman,Masculino,49,Rio de Janeiro,Médio,30.Jun.16,1096.36
200001044,Stephen,Mathis,Masculino,52,Rio de Janeiro,Baixo,30.Jun.16,4793.55
200001045,Deirdre,James,Feminino,51,Rio de Janeiro,Baixo,30.Jun.16,11909.63
200001046,Dylan,Alsop,Masculino,47,Rio de Janeiro,Médio,30.Jun.16,56257.26
300001047,Amy,Mathis,Feminino,33,Belo Horizonte,Baixo,30.Jun.16,18469.94
300001048,Oliver,Butler,Masculino,38,Belo Horizonte,Alto,30.Jun.16,48959.81
100001049,Emma,Oliver,Feminino,30,São Paulo,Alto,01.Jul.16,51090.19
100001050,Eric,MacLeod,Masculino,30,São Paulo,Alto,01.Jul.16,26412.29
100001051,Jacob,Bell,Masculino,47,São Paulo,Alto,01.Jul.16,14703.33
200001052,Evan,Davidson,Masculino,48,Rio de Janeiro,Médio,01.Jul.16,73268.73
200001053,Alan,Ogden,Masculino,38,Rio de Janeiro,Médio,01.Jul.16,26844.18
100001054,Nicholas,Churchill,Masculino,43,São Paulo,Alto,02.Jul.16,35417.02
100001055,Kimberly,Mitchell,Feminino,40,São Paulo,Alto,02.Jul.16,17546.36
100001056,Keith,McDonald,Masculino,36,São Paulo,Alto,02.Jul.16,53344.6
100001057,Diana,Ross,Feminino,26,São Paulo,Baixo,02.Jul.16,10054.71
100001058,Julia,Mackay,Feminino,36,São Paulo,Alto,02.Jul.16,49717.13
200001059,Jan,Hamilton,Feminino,51,Rio de Janeiro,Médio,02.Jul.16,7573.67
200001060,Julia,Mathis,Feminino,46,Rio de Janeiro,Baixo,02.Jul.16,32324.22
200001061,Joshua,Kerr,Masculino,49,Rio de Janeiro,Baixo,02.Jul.16,69791.57
200001062,Dan,Alsop,Masculino,54,Rio de Janeiro,Baixo,02.Jul.16,16280.16
300001063,Dorothy,Vaughan,Feminino,37,Belo Horizonte,Alto,02.Jul.16,34072.27
300001064,Austin,Vance,Masculino,42,Belo Horizonte,Baixo,02.Jul.16,11609.33
100001065,Joan,Mills,Feminino,30,São Paulo,Alto,03.Jul.16,44599.53
100001066,Michael,MacDonald,Masculino,51,São Paulo,Alto,03.Jul.16,41266.34
100001067,Faith,Vance,Feminino,28,São Paulo,Médio,03.Jul.16,28581.78
100001068,Donna,Pullman,Feminino,35,São Paulo,Médio,03.Jul.16,15477.05
200001069,Benjamin,Hemmings,Masculino,57,Rio de Janeiro,Médio,03.Jul.16,60086.6
200001070,John,Duncan,Masculino,62,Rio de Janeiro,Médio,03.Jul.16,55526.53
200001071,Sebastian,Lambert,Masculino,51,Rio de Janeiro,Alto,03.Jul.16,41097.46
400001072,Diane,Short,Feminino,39,Vitória,Baixo,03.Jul.16,84480.9
100001073,Harry,May,Masculino,37,São Paulo,Alto,04.Jul.16,14866.88
100001074,Jack,Metcalfe,Masculino,37,São Paulo,Alto,04.Jul.16,50527.47
100001075,Anne,Nolan,Feminino,27,São Paulo,Médio,04.Jul.16,27565.54
100001076,Edward,Gill,Masculino,32,São Paulo,Médio,04.Jul.16,78712.11
200001077,Alexander,Hardacre,Masculino,48,Rio de Janeiro,Baixo,04.Jul.16,40487.71
200001078,Isaac,Arnold,Masculino,47,Rio de Janeiro,Médio,04.Jul.16,59432.06
300001079,Phil,Hudson,Masculino,36,Belo Horizonte,Médio,04.Jul.16,6467.89
300001080,Adam,Ince,Masculino,44,Belo Horizonte,Médio,04.Jul.16,37449.47
300001081,Irene,Ferguson,Feminino,38,Belo Horizonte,Alto,04.Jul.16,15926.91
400001082,Lisa,Nolan,Feminino,32,Vitória,Baixo,04.Jul.16,20451.86
100001083,Katherine,Gill,Feminino,41,São Paulo,Alto,05.Jul.16,81089.55
100001084,Molly,Wallace,Feminino,44,São Paulo,Alto,05.Jul.16,5032.09
100001085,Anne,Kerr,Feminino,41,São Paulo,Alto,05.Jul.16,40523.18
200001086,Luke,Scott,Masculino,47,Rio de Janeiro,Médio,05.Jul.16,1948.26
200001087,Virginia,Greene,Feminino,59,Rio de Janeiro,Baixo,05.Jul.16,44326.6
200001088,Blake,Peters,Masculino,43,Rio de Janeiro,Médio,05.Jul.16,16457.71
100001089,Robert,Howard,Masculino,36,São Paulo,Baixo,06.Jul.16,22756.57
100001090,Brian,Metcalfe,Masculino,25,São Paulo,Baixo,06.Jul.16,44277.62
100001091,Julia,Greene,Feminino,45,São Paulo,Alto,06.Jul.16,57797.68
100001092,Alexandra,Gill,Feminino,35,São Paulo,Alto,06.Jul.16,1827.85
100001093,Robert,Rampling,Masculino,31,São Paulo,Alto,06.Jul.16,71267.85
100001094,Amanda,Berry,Feminino,30,São Paulo,Baixo,06.Jul.16,2730.89
100001095,Pippa,Nash,Feminino,45,São Paulo,Baixo,06.Jul.16,9976.92
100001096,Rebecca,Bell,Feminino,35,São Paulo,Médio,06.Jul.16,6083.13
100001097,Adam,Vance,Masculino,36,São Paulo,Baixo,06.Jul.16,88451.81
100001098,Chloe,Martin,Feminino,24,São Paulo,Médio,06.Jul.16,77514.08
200001099,Anthony,Vance,Masculino,48,Rio de Janeiro,Alto,06.Jul.16,66005.41
200001100,Alan,North,Masculino,48,Rio de Janeiro,Baixo,06.Jul.16,77332.09
200001101,Eric,Parr,Masculino,56,Rio de Janeiro,Médio,06.Jul.16,3516.35
200001102,Sam,Murray,Masculino,60,Rio de Janeiro,Baixo,06.Jul.16,22067.63
200001103,Alan,Howard,Masculino,42,Rio de Janeiro,Baixo,06.Jul.16,28676.72
300001104,Stephen,Parr,Masculino,44,Belo Horizonte,Médio,06.Jul.16,8365.04
300001105,Ava,Vaughan,Feminino,33,Belo Horizonte,Médio,06.Jul.16,15196.68
100001106,Victoria,Miller,Feminino,29,São Paulo,Médio,07.Jul.16,55720.37
100001107,Sam,Rutherford,Masculino,33,São Paulo,Alto,07.Jul.16,96379.13
100001108,Keith,Rutherford,Masculino,27,São Paulo,Alto,07.Jul.16,45374.89
100001109,Natalie,Alsop,Feminino,33,São Paulo,Alto,07.Jul.16,36425.21
100001110,Jack,Scott,Masculino,35,São Paulo,Alto,07.Jul.16,66122.89
100001111,Angela,Howard,Feminino,26,São Paulo,Alto,07.Jul.16,21988.77
100001112,Sonia,Clarkson,Feminino,33,São Paulo,Alto,07.Jul.16,84064.01
100001113,Olivia,Rees,Feminino,42,São Paulo,Baixo,07.Jul.16,107366.02
100001114,Richard,Hodges,Masculino,33,São Paulo,Alto,07.Jul.16,59890
200001115,David,Bower,Masculino,48,Rio de Janeiro,Médio,07.Jul.16,36171.83
200001116,Sam,Sutherland,Masculino,58,Rio de Janeiro,Médio,07.Jul.16,17953.21
200001117,Angela,Scott,Feminino,42,Rio de Janeiro,Baixo,07.Jul.16,62850.82
200001118,Oliver,Newman,Masculino,61,Rio de Janeiro,Baixo,07.Jul.16,40989.59
300001119,Sam,Black,Masculino,35,Belo Horizonte,Médio,07.Jul.16,45240.82
300001120,Liam,Nolan,Masculino,38,Belo Horizonte,Alto,07.Jul.16,24965.41
100001121,Grace,Hemmings,Feminino,29,São Paulo,Alto,08.Jul.16,25137.17
100001122,Isaac,Lawrence,Masculino,39,São Paulo,Baixo,08.Jul.16,36666.7
100001123,Deirdre,Payne,Feminino,43,São Paulo,Alto,08.Jul.16,10959.59
100001124,Owen,Forsyth,Masculino,35,São Paulo,Alto,08.Jul.16,114115.93
100001125,Lucas,Thomson,Masculino,31,São Paulo,Alto,08.Jul.16,51397.48
100001126,Heather,Ball,Feminino,49,São Paulo,Alto,08.Jul.16,68026.14
200001127,Eric,Nolan,Masculino,33,Rio de Janeiro,Médio,08.Jul.16,4403.78
200001128,Benjamin,Walker,Masculino,46,Rio de Janeiro,Médio,08.Jul.16,57005.16
200001129,Ian,Lambert,Masculino,44,Rio de Janeiro,Alto,08.Jul.16,82950.04
300001130,Joseph,Black,Masculino,36,Belo Horizonte,Alto,08.Jul.16,55382.31
300001131,Dorothy,Howard,Feminino,32,Belo Horizonte,Alto,08.Jul.16,38704.52
100001132,Matt,Newman,Masculino,33,São Paulo,Alto,09.Jul.16,76301.47
100001133,Anthony,Glover,Masculino,22,São Paulo,Alto,09.Jul.16,14282.81
100001134,Julia,Marshall,Feminino,36,São Paulo,Alto,09.Jul.16,3108.56
100001135,Karen,Kerr,Feminino,46,São Paulo,Alto,09.Jul.16,33779.41
200001136,Sue,Pullman,Feminino,38,Rio de Janeiro,Baixo,09.Jul.16,102268.43
200001137,Amanda,Bailey,Feminino,57,Rio de Janeiro,Alto,09.Jul.16,83992.09
200001138,Michelle,Black,Feminino,46,Rio de Janeiro,Baixo,09.Jul.16,24686.89
300001139,Amelia,Skinner,Feminino,42,Belo Horizonte,Baixo,09.Jul.16,28516.17
400001140,Richard,Kelly,Masculino,31,Vitória,Alto,09.Jul.16,9482.02
100001141,Owen,Grant,Masculino,27,São Paulo,Baixo,10.Jul.16,16613.41
100001142,Joan,Walsh,Feminino,35,São Paulo,Alto,10.Jul.16,64757.52
100001143,Madeleine,Sharp,Feminino,34,São Paulo,Baixo,10.Jul.16,21997.45
100001144,Gordon,McGrath,Masculino,43,São Paulo,Alto,10.Jul.16,55988.59
100001145,Evan,Hill,Masculino,32,São Paulo,Médio,10.Jul.16,91674.56
200001146,Irene,Davies,Feminino,46,Rio de Janeiro,Baixo,10.Jul.16,3374.35
200001147,Thomas,Brown,Masculino,50,Rio de Janeiro,Médio,10.Jul.16,67763.97
200001148,Austin,Randall,Masculino,60,Rio de Janeiro,Médio,10.Jul.16,35082.21
200001149,Thomas,Dyer,Masculino,31,Rio de Janeiro,Médio,10.Jul.16,19383.88
200001150,Amy,Graham,Feminino,60,Rio de Janeiro,Médio,10.Jul.16,5916.94
300001151,Caroline,Payne,Feminino,44,Belo Horizonte,Alto,10.Jul.16,68185.66
100001152,Sean,Ross,Masculino,41,São Paulo,Alto,11.Jul.16,80234.49
100001153,Evan,Bond,Masculino,47,São Paulo,Alto,11.Jul.16,36493.69
100001154,Carol,Hunter,Feminino,32,São Paulo,Alto,11.Jul.16,35888.1
100001155,Robert,Berry,Masculino,40,São Paulo,Médio,11.Jul.16,62218.34
100001156,Jane,Lewis,Feminino,45,São Paulo,Alto,11.Jul.16,27955.59
100001157,Kimberly,Vance,Feminino,40,São Paulo,Alto,11.Jul.16,21945.27
100001158,Madeleine,Wilson,Feminino,35,São Paulo,Alto,11.Jul.16,21508.14
100001159,Gordon,Hamilton,Masculino,32,São Paulo,Alto,11.Jul.16,6471.9
200001160,Cameron,Quinn,Masculino,41,Rio de Janeiro,Médio,11.Jul.16,1684.44
200001161,Lillian,Hudson,Feminino,49,Rio de Janeiro,Baixo,11.Jul.16,73866.02
200001162,Jacob,Harris,Masculino,47,Rio de Janeiro,Médio,11.Jul.16,62781.64
200001163,Kevin,Bailey,Masculino,52,Rio de Janeiro,Médio,11.Jul.16,23604.06
200001164,Kevin,White,Masculino,43,Rio de Janeiro,Médio,11.Jul.16,19221.27
300001165,Piers,Parsons,Masculino,35,Belo Horizonte,Alto,11.Jul.16,36572.74
100001166,Boris,Sharp,Masculino,36,São Paulo,Alto,12.Jul.16,38836.01
100001167,Robert,Black,Masculino,35,São Paulo,Baixo,12.Jul.16,39428.53
100001168,Felicity,Black,Feminino,55,São Paulo,Alto,12.Jul.16,22099.59
100001169,Owen,Sharp,Masculino,34,São Paulo,Médio,12.Jul.16,57497.29
100001170,Bernadette,Henderson,Feminino,36,São Paulo,Alto,12.Jul.16,47422.55
100001171,Sean,Manning,Masculino,41,São Paulo,Alto,12.Jul.16,41511.86
100001172,Phil,Turner,Masculino,30,São Paulo,Baixo,12.Jul.16,3776.11
100001173,Ava,Rampling,Feminino,32,São Paulo,Alto,12.Jul.16,70324.5
100001174,Caroline,Terry,Feminino,33,São Paulo,Alto,12.Jul.16,68170.2
100001175,Colin,Lewis,Masculino,35,São Paulo,Alto,12.Jul.16,18190.48
100001176,Rose,Lewis,Feminino,32,São Paulo,Alto,12.Jul.16,13100.46
100001177,Christopher,Bell,Masculino,28,São Paulo,Alto,12.Jul.16,94339.78
100001178,Michael,Ogden,Masculino,22,São Paulo,Médio,12.Jul.16,24599.85
200001179,Charles,Hart,Masculino,43,Rio de Janeiro,Baixo,12.Jul.16,55959.34
200001180,Joanne,Ogden,Feminino,51,Rio de Janeiro,Baixo,12.Jul.16,43954.03
200001181,Katherine,Stewart,Feminino,46,Rio de Janeiro,Médio,12.Jul.16,16995.99
200001182,Thomas,Coleman,Masculino,24,Rio de Janeiro,Baixo,12.Jul.16,43980.94
200001183,Peter,Mackenzie,Masculino,41,Rio de Janeiro,Médio,12.Jul.16,25288.1
300001184,Zoe,Hemmings,Feminino,44,Belo Horizonte,Alto,12.Jul.16,29607.52
300001185,Ruth,Glover,Feminino,29,Belo Horizonte,Alto,12.Jul.16,44060.89
300001186,Bernadette,Wilson,Feminino,26,Belo Horizonte,Alto,12.Jul.16,37830.67
400001187,Alexander,Peake,Masculino,42,Vitória,Alto,12.Jul.16,23979.99
100001188,Zoe,Jackson,Feminino,34,São Paulo,Baixo,13.Jul.16,14965.91
100001189,Madeleine,Ross,Feminino,32,São Paulo,Baixo,13.Jul.16,76207.19
100001190,Owen,Churchill,Masculino,26,São Paulo,Alto,13.Jul.16,14520.25
100001191,Oliver,Burgess,Masculino,23,São Paulo,Alto,13.Jul.16,85965.79
100001192,Leah,Jones,Feminino,28,São Paulo,Baixo,13.Jul.16,35052.06
100001193,Zoe,Young,Feminino,22,São Paulo,Alto,13.Jul.16,28189.39
100001194,Alan,Kerr,Masculino,18,São Paulo,Alto,13.Jul.16,56473.51
100001195,Christopher,Walsh,Masculino,32,São Paulo,Alto,13.Jul.16,6080.49
100001196,Yvonne,Skinner,Feminino,37,São Paulo,Alto,13.Jul.16,2317.41
100001197,Penelope,May,Feminino,42,São Paulo,Médio,13.Jul.16,25710.04
200001198,Ryan,Murray,Masculino,55,Rio de Janeiro,Baixo,13.Jul.16,20815.73
200001199,Jake,Ball,Masculino,48,Rio de Janeiro,Médio,13.Jul.16,39352.22
200001200,Ian,Terry,Masculino,55,Rio de Janeiro,Alto,13.Jul.16,27732.99
200001201,Colin,Simpson,Masculino,48,Rio de Janeiro,Baixo,13.Jul.16,73399.17
200001202,Jonathan,Dowd,Masculino,52,Rio de Janeiro,Médio,13.Jul.16,93586.64
300001203,Blake,Knox,Masculino,43,Belo Horizonte,Alto,13.Jul.16,57193.29
300001204,Olivia,Langdon,Feminino,42,Belo Horizonte,Alto,13.Jul.16,4250.38
300001205,Megan,Welch,Feminino,42,Belo Horizonte,Alto,13.Jul.16,65123.06
100001206,Gavin,Nash,Masculino,30,São Paulo,Médio,14.Jul.16,9446.43
100001207,Sebastian,Piper,Masculino,35,São Paulo,Médio,14.Jul.16,39044.93
100001208,Diane,Sharp,Feminino,34,São Paulo,Baixo,14.Jul.16,63083.87
100001209,Keith,Bailey,Masculino,18,São Paulo,Médio,14.Jul.16,40572.06
100001210,Jack,Piper,Masculino,30,São Paulo,Alto,14.Jul.16,19604.57
100001211,Madeleine,Manning,Feminino,40,São Paulo,Alto,14.Jul.16,704.83
100001212,Lucas,Pullman,Masculino,39,São Paulo,Alto,14.Jul.16,105718.04
100001213,Michael,Russell,Masculino,33,São Paulo,Baixo,14.Jul.16,15660.89
200001214,Carolyn,McDonald,Feminino,58,Rio de Janeiro,Baixo,14.Jul.16,69027.62
200001215,Anthony,Metcalfe,Masculino,56,Rio de Janeiro,Médio,14.Jul.16,3578.96
300001216,Emily,Knox,Feminino,29,Belo Horizonte,Alto,14.Jul.16,99271.98
300001217,Adam,King,Masculino,48,Belo Horizonte,Baixo,14.Jul.16,47418.57
300001218,Brian,Payne,Masculino,42,Belo Horizonte,Baixo,14.Jul.16,8102.48
400001219,Carol,Clarkson,Feminino,34,Vitória,Baixo,14.Jul.16,20742.96
100001220,Julian,Gray,Masculino,45,São Paulo,Alto,15.Jul.16,27591.72
100001221,Karen,Knox,Feminino,18,São Paulo,Médio,15.Jul.16,20389.34
100001222,Rebecca,Kerr,Feminino,38,São Paulo,Alto,15.Jul.16,25016.8
100001223,Deirdre,King,Feminino,31,São Paulo,Alto,15.Jul.16,4930.82
100001224,Sophie,Avery,Feminino,28,São Paulo,Baixo,15.Jul.16,106947.88
100001225,Connor,McLean,Masculino,34,São Paulo,Alto,15.Jul.16,919.1
100001226,Michelle,King,Feminino,32,São Paulo,Médio,15.Jul.16,42968.77
100001227,Sally,Bond,Feminino,42,São Paulo,Médio,15.Jul.16,10810.61
100001228,Lucas,James,Masculino,29,São Paulo,Alto,15.Jul.16,15560.77
200001229,Brian,Gray,Masculino,47,Rio de Janeiro,Baixo,15.Jul.16,64034.82
200001230,Alan,Dowd,Masculino,49,Rio de Janeiro,Médio,15.Jul.16,36624.84
200001231,Michelle,Powell,Feminino,43,Rio de Janeiro,Baixo,15.Jul.16,7670.6
200001232,Samantha,Grant,Feminino,63,Rio de Janeiro,Médio,15.Jul.16,28395.48
300001233,Victor,Hill,Masculino,33,Belo Horizonte,Baixo,15.Jul.16,61390.52
400001234,Olivia,Dyer,Feminino,17,Vitória,Baixo,15.Jul.16,13301.43
100001235,Natalie,Wilson,Feminino,33,São Paulo,Alto,16.Jul.16,41722.55
100001236,Ella,Forsyth,Feminino,42,São Paulo,Médio,16.Jul.16,51786.07
100001237,Matt,Springer,Masculino,39,São Paulo,Médio,16.Jul.16,91246.45
100001238,Adam,Wilson,Masculino,34,São Paulo,Baixo,16.Jul.16,44155.19
100001239,Carolyn,Pullman,Feminino,24,São Paulo,Alto,16.Jul.16,27028.23
100001240,Adam,Wallace,Masculino,34,São Paulo,Alto,16.Jul.16,59162.23
100001241,Melanie,Dickens,Feminino,49,São Paulo,Médio,16.Jul.16,36294.12
100001242,Samantha,Vaughan,Feminino,38,São Paulo,Alto,16.Jul.16,34385.32
100001243,Sonia,Parr,Feminino,41,São Paulo,Alto,16.Jul.16,58683.04
100001244,Julian,Springer,Masculino,31,São Paulo,Alto,16.Jul.16,27812.51
200001245,Olivia,Metcalfe,Feminino,59,Rio de Janeiro,Baixo,16.Jul.16,39943.69
200001246,Lily,Underwood,Feminino,62,Rio de Janeiro,Baixo,16.Jul.16,23578.96
200001247,Donna,Wallace,Feminino,44,Rio de Janeiro,Baixo,16.Jul.16,25692
100001248,Mary,North,Feminino,40,São Paulo,Baixo,17.Jul.16,24204.28
100001249,Lisa,Walsh,Feminino,31,São Paulo,Baixo,17.Jul.16,25016.03
100001250,Simon,Cornish,Masculino,19,São Paulo,Alto,17.Jul.16,12964.93
200001251,Jonathan,Ball,Masculino,45,Rio de Janeiro,Médio,17.Jul.16,43733.51
200001252,Alan,Campbell,Masculino,34,Rio de Janeiro,Médio,17.Jul.16,10309.36
200001253,Mary,Churchill,Feminino,55,Rio de Janeiro,Baixo,17.Jul.16,10738.26
300001254,Lauren,Lyman,Feminino,36,Belo Horizonte,Alto,17.Jul.16,9366.57
300001255,Jane,Rees,Feminino,39,Belo Horizonte,Alto,17.Jul.16,31777.55
300001256,Harry,Morrison,Masculino,50,Belo Horizonte,Alto,17.Jul.16,7697.3
100001257,Stewart,Walsh,Masculino,33,São Paulo,Alto,18.Jul.16,122002.75
100001258,Nicola,Lee,Feminino,29,São Paulo,Alto,18.Jul.16,16056.76
200001259,Warren,Underwood,Masculino,49,Rio de Janeiro,Médio,18.Jul.16,28451.26
200001260,Matt,White,Masculino,52,Rio de Janeiro,Médio,18.Jul.16,4096.45
200001261,Blake,Newman,Masculino,40,Rio de Janeiro,Médio,18.Jul.16,24646.37
300001262,Gabrielle,Wright,Feminino,29,Belo Horizonte,Alto,18.Jul.16,72266.38
300001263,Frank,Martin,Masculino,37,Belo Horizonte,Alto,18.Jul.16,66105.06
300001264,Michael,Scott,Masculino,30,Belo Horizonte,Médio,18.Jul.16,68927.97
100001265,Lillian,Sharp,Feminino,40,São Paulo,Médio,19.Jul.16,31439.06
100001266,Piers,Reid,Masculino,39,São Paulo,Alto,19.Jul.16,15208.44
100001267,Kevin,Buckland,Masculino,37,São Paulo,Alto,19.Jul.16,32570.65
100001268,Wanda,Jackson,Feminino,37,São Paulo,Médio,19.Jul.16,42453.12
100001269,Caroline,Lyman,Feminino,26,São Paulo,Alto,19.Jul.16,25355.23
100001270,Andrew,Campbell,Masculino,34,São Paulo,Baixo,19.Jul.16,111798.34
200001271,Nicola,Cameron,Feminino,28,Rio de Janeiro,Baixo,19.Jul.16,52614.67
200001272,Leah,Rees,Feminino,45,Rio de Janeiro,Baixo,19.Jul.16,28231.9
200001273,Luke,Lambert,Masculino,61,Rio de Janeiro,Baixo,19.Jul.16,105354.02
100001274,Stewart,Grant,Masculino,37,São Paulo,Alto,20.Jul.16,34786.14
100001275,Lucas,Dyer,Masculino,34,São Paulo,Alto,20.Jul.16,20628.63
100001276,Richard,McDonald,Masculino,38,São Paulo,Alto,20.Jul.16,29679.51
100001277,Leah,Simpson,Feminino,35,São Paulo,Alto,20.Jul.16,28974.08
100001278,John,Marshall,Masculino,40,São Paulo,Médio,20.Jul.16,2531.01
100001279,Wanda,Morrison,Feminino,35,São Paulo,Médio,20.Jul.16,88873.04
100001280,Gordon,Stewart,Masculino,53,São Paulo,Baixo,20.Jul.16,12714.42
100001281,Cameron,Bower,Masculino,36,São Paulo,Alto,20.Jul.16,16312.01
200001282,Matt,Watson,Masculino,44,Rio de Janeiro,Alto,20.Jul.16,242.49
200001283,Evan,Burgess,Masculino,48,Rio de Janeiro,Médio,20.Jul.16,5725.96
300001284,Jack,Johnston,Masculino,41,Belo Horizonte,Alto,20.Jul.16,87285.66
300001285,Grace,Lyman,Feminino,32,Belo Horizonte,Alto,20.Jul.16,72238.95
300001286,Trevor,Bell,Masculino,37,Belo Horizonte,Alto,20.Jul.16,28858.98
100001287,Kylie,Morrison,Feminino,33,São Paulo,Alto,21.Jul.16,23875.68
100001288,Virginia,Ferguson,Feminino,33,São Paulo,Alto,21.Jul.16,16867.36
100001289,Peter,Hamilton,Masculino,43,São Paulo,Alto,21.Jul.16,68113.06
100001290,Joseph,Davies,Masculino,41,São Paulo,Alto,21.Jul.16,12737.83
100001291,Victor,Berry,Masculino,27,São Paulo,Alto,21.Jul.16,6825.79
100001292,Alexander,Hudson,Masculino,43,São Paulo,Alto,21.Jul.16,29339.77
100001293,Amy,Avery,Feminino,31,São Paulo,Alto,21.Jul.16,1330.3
100001294,Joan,Underwood,Feminino,36,São Paulo,Baixo,21.Jul.16,6272.99
200001295,Elizabeth,Clarkson,Feminino,45,Rio de Janeiro,Baixo,21.Jul.16,10628.71
200001296,Alan,Fraser,Masculino,50,Rio de Janeiro,Alto,21.Jul.16,9604.4
400001297,Christian,Hudson,Masculino,32,Vitória,Baixo,21.Jul.16,11297.19
100001298,Luke,Walsh,Masculino,37,São Paulo,Alto,22.Jul.16,17275.34
100001299,Adam,Duncan,Masculino,43,São Paulo,Alto,22.Jul.16,11873.22
100001300,Thomas,Morrison,Masculino,35,São Paulo,Baixo,22.Jul.16,71961.78
100001301,Carolyn,Ellison,Feminino,35,São Paulo,Alto,22.Jul.16,14125.9
100001302,Katherine,Kerr,Feminino,32,São Paulo,Alto,22.Jul.16,17715.69
100001303,Joe,Ball,Masculino,40,São Paulo,Alto,22.Jul.16,17616.26
100001304,Amy,Ogden,Feminino,41,São Paulo,Médio,22.Jul.16,33934.22
100001305,Boris,Morgan,Masculino,34,São Paulo,Médio,22.Jul.16,109300.73
100001306,Faith,Kerr,Feminino,33,São Paulo,Médio,22.Jul.16,32418.13
100001307,Dorothy,Jackson,Feminino,31,São Paulo,Alto,22.Jul.16,183467.7
100001308,Bella,Jackson,Feminino,51,São Paulo,Alto,22.Jul.16,58655.75
100001309,Colin,Hamilton,Masculino,35,São Paulo,Alto,22.Jul.16,125015.82
100001310,Eric,Sharp,Masculino,30,São Paulo,Alto,22.Jul.16,21014.53
100001311,Michelle,James,Feminino,39,São Paulo,Médio,22.Jul.16,63992.1
100001312,Alison,Piper,Feminino,38,São Paulo,Alto,22.Jul.16,18578.98
100001313,Charles,Hughes,Masculino,27,São Paulo,Médio,22.Jul.16,25524.72
100001314,Dan,Short,Masculino,32,São Paulo,Alto,22.Jul.16,4287.63
100001315,Penelope,Churchill,Feminino,28,São Paulo,Alto,22.Jul.16,31066.94
100001316,Simon,Rutherford,Masculino,25,São Paulo,Alto,22.Jul.16,123865.36
100001317,Jan,Russell,Feminino,29,São Paulo,Médio,22.Jul.16,1434.13
100001318,Michael,Grant,Masculino,37,São Paulo,Médio,22.Jul.16,5234.01
100001319,Heather,Blake,Feminino,21,São Paulo,Médio,22.Jul.16,59639.46
100001320,Jane,King,Feminino,38,São Paulo,Alto,22.Jul.16,11.52
100001321,Steven,Brown,Masculino,37,São Paulo,Alto,22.Jul.16,28244.63
100001322,Carol,Simpson,Feminino,40,São Paulo,Alto,22.Jul.16,5585.36
100001323,Owen,Robertson,Masculino,30,São Paulo,Alto,22.Jul.16,27891.74
100001324,Boris,Hughes,Masculino,35,São Paulo,Alto,22.Jul.16,8167.59
100001325,Yvonne,Mitchell,Feminino,35,São Paulo,Alto,22.Jul.16,43139.16
200001326,Natalie,Coleman,Feminino,53,Rio de Janeiro,Baixo,22.Jul.16,40931.28
200001327,Kevin,Grant,Masculino,44,Rio de Janeiro,Baixo,22.Jul.16,30778.33
200001328,Blake,Arnold,Masculino,44,Rio de Janeiro,Médio,22.Jul.16,37315.31
200001329,Michelle,Edmunds,Feminino,43,Rio de Janeiro,Baixo,22.Jul.16,3893.42
200001330,Joshua,Black,Masculino,19,Rio de Janeiro,Alto,22.Jul.16,9758.09
200001331,Maria,Robertson,Feminino,56,Rio de Janeiro,Baixo,22.Jul.16,6197.21
200001332,Jake,Abraham,Masculino,49,Rio de Janeiro,Médio,22.Jul.16,79844.5
200001333,Justin,Fisher,Masculino,55,Rio de Janeiro,Médio,22.Jul.16,31708.22
200001334,Carl,Stewart,Masculino,40,Rio de Janeiro,Baixo,22.Jul.16,4076.19
200001335,Connor,Underwood,Masculino,55,Rio de Janeiro,Médio,22.Jul.16,54622.95
300001336,Dan,Poole,Masculino,47,Belo Horizonte,Alto,22.Jul.16,65701.28
300001337,Diane,Stewart,Feminino,38,Belo Horizonte,Alto,22.Jul.16,60149.63
300001338,Charles,Simpson,Masculino,44,Belo Horizonte,Alto,22.Jul.16,110880.94
300001339,Alexandra,Skinner,Feminino,40,Belo Horizonte,Baixo,22.Jul.16,37204.58
300001340,Lisa,Reid,Feminino,42,Belo Horizonte,Baixo,22.Jul.16,55359.26
300001341,Isaac,Burgess,Masculino,28,Belo Horizonte,Alto,22.Jul.16,121021.5
400001342,Victoria,Morrison,Feminino,36,Vitória,Baixo,22.Jul.16,49294.33
400001343,Yvonne,Buckland,Feminino,31,Vitória,Baixo,22.Jul.16,6631.42
400001344,Sebastian,Scott,Masculino,26,Vitória,Baixo,22.Jul.16,39569.45
100001345,Carl,Scott,Masculino,46,São Paulo,Alto,23.Jul.16,49511.64
100001346,Deirdre,Clarkson,Feminino,33,São Paulo,Alto,23.Jul.16,14121.7
100001347,Madeleine,Miller,Feminino,42,São Paulo,Alto,23.Jul.16,96844.75
100001348,Faith,Jones,Feminino,35,São Paulo,Alto,23.Jul.16,31392.78
